Subject,Title,Authors,Year,Citation_Count,Cited_By,Research_Method,DOI
Literature,War Literature,Pauls Toutonghi,2017,0,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.607
Literature,Medieval Bulgarian Literature as World Literature,Diana Atanassova,2020,0,Unavailable,Unknown Method,10.5040/9781501348136.ch-001
Literature,Middle English Literature,Paul Battles,2024,0,Unavailable,Theoretical,10.1093/obo/9780199846719-0206
Literature,Crossover Literature,Sandra L. Beckett,2017,2,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.176
Literature,Jewish Apocalyptic Literature as Resistance Literature,Anathea E. Portier-Young,2014,0,Unavailable,Unknown Method,10.1093/oxfordhb/9780199856497.013.009
Literature,Latina Feminist Literature,Alicia Arrizón,2019,0,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.342
Literature,The Bible and American Literature,Jonathan A. Cook,2019,0,Unavailable,Survey,10.1093/obo/9780199827251-0193
Literature,Maya Literature,Rita M. Palacios,2022,0,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.1295
Literature,Zapotec Literature,Gloria Elizabeth Chacón,2022,0,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.1360
Literature,Minor Literature,Salah El Moncef,2020,0,Unavailable,"Experiment, Theoretical",10.1093/acrefore/9780190201098.013.1035
Literature,Sentimental Literature,Mary Louise Kete,2017,1,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.586
Literature,Plants and Literature,Susan McHugh,2021,0,Unavailable,Modeling,10.1093/acrefore/9780190201098.013.1267
Literature,Modern Sudanese Literature,Afis Ayinde Oladosu,2024,0,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.1442
Literature,Vietnamese American Literature,Michele Janette,2018,0,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.895
Literature,Indigenous Sámi Literature,Kaisa Ahvenjärvi,2023,0,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.1218
Literature,Comparative literature and children’s literature,,2005,0,Unavailable,Unknown Method,10.4324/9780203508664-10
Literature,Introduction: Literature and Anti-literature,,2018,0,Unavailable,Unknown Method,10.4159/9780674982598-001
Literature,Contemporary Southern Literature,Christopher Lloyd,2017,0,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.300
Literature,Cuban Revolutionary Literature,Lanie Millar,2023,0,Unavailable,Experiment,10.1093/acrefore/9780190201098.013.1361
Literature,Asian American Literature,Kella Svetich,2017,0,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.765
Literature,Native American Literature,Margo Lukens,2017,0,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.584
Literature,Latino Gay Literature,Daniel Contreras,2020,0,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.354
Literature,"Chinese Literature, Translation, and World Literature",Zhang Longxi,2022,1,Unavailable,Unknown Method,10.5790/hongkong/9789888528721.003.0002
Literature,Polish Literature and/or World Literature: Bruno Schulz in English,Zofia Ziemann,2022,0,Unavailable,Unknown Method,10.5040/9781501387135.ch-007
Literature,Chinese Literature in the Context of World Literature,James Robert Hightower,1953,3,Unavailable,Unknown Method,10.2307/1769184
Literature,Proletarian Literature Reconsidered,Bill V. Mullen,2017,2,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.236
Literature,Southern Gothic Literature,Thomas Ærvold Bjerre,2017,2,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.304
Literature,Radical Children’s Literature,Julia L. Mickenberg,2017,1,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.89
Literature,Filipino American Literature,Jeffrey Arellano Cabusao,2019,1,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.777
Literature,Does Bulgarian Literature Have a Place within World Literature?,Amelia Licheva,2020,0,Unavailable,Unknown Method,10.5040/9781501348136.ch-005
Literature,Introduction: Multilingual literature as world literature,"Jane Hiddleston, Wen-chin Ouyang",2021,2,Unavailable,Unknown Method,10.5040/9781501360121.ch-i
Literature,Acknowledgment to the Reviewers of Literature in 2022, ,2023,0,Unavailable,Unknown Method,10.3390/literature3010006
Literature,Literature and Science,Michael H. Whitworth,2020,1,Unavailable,Theoretical,10.1093/acrefore/9780190201098.013.990
Literature,Romanian Literature as World Literature,Andreea Scridon,2018,0,Unavailable,Unknown Method,10.1353/wlt.2018.0025
Literature,Italian-American Literature,Thomas J. Ferraro,2017,0,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.611
Literature,Introduction: The Paradoxes of Children’s Literature; or Making Sense of Children’s Literature,Jane Newland,2020,0,Unavailable,Unknown Method,10.3366/edinburgh/9781474466677.003.0001
Literature,Asian-Latin American Literature,Ignacio López-Calvo,2023,0,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.1426
Literature,Asian American Children’s Literature,Sarah Park Dahlen,2019,1,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.790
Literature,Humanitarianism and Global Literature,Alaina Kaus,2022,0,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.1383
Literature,A Theory of Literature or Recent Literature as Theory,Allen Thiher,1988,0,Unavailable,Unknown Method,10.2307/1208451
Literature,Okinawa in American Literature,Steve Rabson,2017,0,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.212
Literature,African American Children’s Literature,Brigitte Fielder,2022,0,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.1217
Literature,Latina Lesbian Literature,Rita E. Urquijo-Ruiz,2019,0,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.353
Literature,Postwar Soviet Yiddish Literature,Gennady Estraikh,2023,0,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.1465
Literature,Aspirations for a New Literature:,,2023,0,Unavailable,Unknown Method,10.2307/j.ctv47w7v7.9
Literature,Colonial Australian Gothic Literature,Ken Gelder,2017,0,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.143
Literature,The Love of Literature,Deidre Lynch,2020,0,Unavailable,"Survey, Theoretical",10.1093/acrefore/9780190201098.013.1033
Literature,Latin American American Literature,Rose Phillips,2020,0,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.929
Literature,Law and American Literature,Jeffory A. Clymer,2024,0,Unavailable,Theoretical,10.1093/acrefore/9780190201098.013.1354
Literature,Mapping Chinese Literature as World Literature,Yingjin Zhang,2015,3,Unavailable,Unknown Method,10.7771/1481-4374.2714
Literature,Literature and the Senses,Holly Dugan,2021,0,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.1198
Literature,Contemporary Literature from Singapore,Weihsin Gui,2017,13,Unavailable,Experiment,10.1093/acrefore/9780190201098.013.189
Literature,Obscenity Trials and American Literature,Jordan Carroll,2021,0,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.1254
Literature,Bilingualism in Asian American Literature,Jeehyun Lim,2019,0,Unavailable,Experiment,10.1093/acrefore/9780190201098.013.840
Literature,Chapter 7. Postcolonial Openings,,2020,0,Unavailable,Unknown Method,10.1515/9780822374534-009
Literature,Introduction: Framing Taiwanese Literature as World Literature,"Pei-yin Lin, Wen-chi Li",2022,0,Unavailable,Unknown Method,10.5040/9781501381379.ch-i
Literature,Language. Literature. Folklore,,2022,0,Unavailable,Unknown Method,10.26661/2414-9594
Literature,"Epilogue Arab Literature, World Literature",Tahia Abdel Nasser,2017,0,Unavailable,Unknown Method,10.3366/edinburgh/9781474420228.003.0008
Literature,Domesticity in Victorian Literature,Monica F. Cohen,2017,0,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.252
Literature,Postcolonial Openings,,2017,0,Unavailable,Unknown Method,10.1215/9780822374534-008
Literature,"Interlingual Literature, Tropicalization, and Bilanguaging",Shawn Gonzalez,2018,0,Unavailable,Experiment,10.1093/acrefore/9780190201098.013.384
Literature,Environments in Western American Literature,Susan Kollin,2016,0,Unavailable,Survey,10.1093/acrefore/9780190201098.013.206
Literature,Indigeneity and Early American Literature,Andrew Newman,2017,12,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.141
Literature,Reading South Asian American Literature,Rajini Srikanth,2019,0,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.872
Literature,Children's Literature and Children's Literature Scholarship: The British Perspective,Peter Hunt,2022,0,Unavailable,Unknown Method,10.1353/chl.2022.0002
Literature,Race and Renaissance Literature,Dennis Austin Britton,2022,0,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.1188
Literature,Postcolonial Openings:,,2015,1,Unavailable,Unknown Method,10.2307/j.ctv125jnvp.11
Literature,Victorianism and Contemporary Literature,Molly Clark Hillard,2020,0,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.420
Literature,Comparative Literature,,2020,0,Unavailable,Unknown Method,10.1057/9780230339583.0004
Literature,From Taiwan’s Literature to Taiwanese Literature: A Paradigm Shift in Japanese Translation,Ying-che Huang,2022,0,Unavailable,Unknown Method,10.5040/9781501381379.ch-10
Literature,Haitian Literature as a Model for World Literature,Michael W. Merriam,2015,0,Unavailable,Unknown Method,10.1353/wlt.2015.0063
Literature,The Vernacular in American Literature,J. Peter Moore,2022,0,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.1349
Literature,Language. Literature. Folklore,,2022,0,Unavailable,Unknown Method,10.26661/2786-6394
Literature,Literature,,2022,0,Unavailable,Unknown Method,10.1057/9781137295453.0004
Literature,Latina/o Environmental Justice Literature,Kamala Platt,2019,0,Unavailable,Unknown Method,10.1093/acrefore/9780190201098.013.649
Literature,The Disciplines of Arabic Literature,Roger Allen,2020,0,Unavailable,Theoretical,10.1093/acrefore/9780190201098.013.1202
Literature,Does Literature Matter? The Relationship between Literature and Politics in Revolutionary Egypt,Elisabeth Kendall,2015,0,Unavailable,Survey,10.3366/edinburgh/9780748696628.003.0013
Library Science,Forthcoming in library &amp; information science research,,1995,0,Unavailable,Unknown Method,10.1016/0740-8188(95)90014-4
Library Science,Library and Information Science,,1995,0,Unavailable,Unknown Method,10.1108/s1876-056220140000010060
Library Science,Library and Information Science,,1995,0,Unavailable,Unknown Method,10.1108/s1876-056220140000010059
Library Science,Pioneers in library and information science,Barbara Kwasnik,2006,0,Unavailable,Unknown Method,10.1016/j.lisr.2006.03.014
Library Science,Science and Library Science: A Challenge to Library Education,William E. McGrath,1985,0,Unavailable,Unknown Method,10.2307/40323110
Library Science,LIBRES: Library and information science electronic Journal,Debora Shaw,1998,0,Unavailable,Unknown Method,10.1016/s0740-8188(98)90012-3
Library Science,"Library &amp; information science research contents index, volume 20",,1998,0,Unavailable,Unknown Method,10.1016/s0740-8188(98)90039-1
Library Science,Special Issue of Library &amp; Information Science Research,Lucinda Smith,2010,1,Unavailable,Unknown Method,10.1016/j.lisr.2010.09.002
Library Science,"Hill, Michael William, (born 1928), Director, Science Reference Library, British Library, 1973–86",,2007,0,Unavailable,Unknown Method,10.1093/ww/9780199540884.013.20175
Library Science,"Awareness of Library 2.0 Applications among Library and Information Science Professionals at Annamalai University, India",S. Thanuskodi,2013,21,Unavailable,Unknown Method,10.5923/j.library.20120105.02
Library Science,"Library &amp; information science research contents index, volume 17",,1995,0,Unavailable,Unknown Method,10.1016/0740-8188(95)90044-6
Library Science,UK library and information science research matters,Hazel Hall,2011,3,Unavailable,Unknown Method,10.1016/j.lisr.2010.06.001
Library Science,An open source library system and public library users: Finding and using library collections,"Hsin-liang Chen, Barbara Albee",2012,9,Unavailable,Unknown Method,10.1016/j.lisr.2011.12.001
Library Science,Brazil: Library Science,,2017,0,Unavailable,Unknown Method,10.1081/e-elis4-120045421
Library Science,Academic library performance measures and undergraduates' library use and educational outcomes,Ethelene Whitmire,2002,28,Unavailable,Unknown Method,10.1016/s0740-8188(02)00108-1
Library Science,Use of library space and the library as place,"Svanhild Aabø, Ragnar Audunson",2012,154,Unavailable,Unknown Method,10.1016/j.lisr.2011.06.002
Library Science,"Library and information science research, then and now",Candy Schwartz,2017,0,Unavailable,Unknown Method,10.1016/j.lisr.2017.01.010
Library Science,"Library &amp; information science research contents index, volume 16 (1994)",,1994,0,Unavailable,Unknown Method,10.1016/0740-8188(94)90065-5
Library Science,Library and information science applied studies on collaborative information behavior,Remigiusz Sapa,2022,1,Unavailable,Unknown Method,10.1016/j.lisr.2022.101204
Library Science,Special issue: Australian library and information science research,"Kerry Smith, Gaby Haddow",2010,0,Unavailable,Unknown Method,10.1016/j.lisr.2010.07.008
Library Science,Collaboration in information and library science doctoral education,Cassidy R. Sugimoto,2011,13,Unavailable,Unknown Method,10.1016/j.lisr.2010.05.003
Library Science,Information sources in library and information science doctoral research,Lois Buttlar,1999,53,Unavailable,Unknown Method,10.1016/s0740-8188(99)00005-5
Library Science,Library and Information Science,,2017,0,Unavailable,Unknown Method,10.1081/e-elis4-120053401
Library Science,Library and Information Science Journal Prestige as Assessed by Library and Information Science Faculty,Laura Manzari,2013,23,Unavailable,Unknown Method,10.1086/668574
Library Science,Becoming a university library director,Peter Hernon,2011,3,Unavailable,Unknown Method,10.1016/j.lisr.2011.04.003
Library Science,Measures of library use and user satisfaction with academic library services,"Théophile Niyonsenga, Bernard Bizimana",1996,12,Unavailable,Unknown Method,10.1016/s0740-8188(96)90042-0
Library Science,Teaching the library research process,Kathleen Garland,1995,0,Unavailable,Unknown Method,10.1016/0740-8188(95)90054-3
Library Science,Research methods in library and information science: A content analysis,Heting Chu,2015,110,Unavailable,Unknown Method,10.1016/j.lisr.2014.09.003
Library Science,"Library &amp; information science research contents index, volume 18 Tables of contents",,1996,0,Unavailable,Unknown Method,10.1016/s0740-8188(96)90012-2
Library Science,The preparation of leaders in library and information science,"Peter Hernon, Candy Schwartz",2011,1,Unavailable,Unknown Method,10.1016/j.lisr.2011.07.002
Library Science,Peru: Libraries and Library Science,,2017,0,Unavailable,Unknown Method,10.1081/e-elis4-120044837
Library Science,Brazil: Library Science—Distance Education,,2017,0,Unavailable,Unknown Method,10.1081/e-elis4-120053307
Library Science,Library anxiety among Polish students: Development and validation of the Polish Library Anxiety Scale,Marzena Świgoń,2011,24,Unavailable,Unknown Method,10.1016/j.lisr.2010.09.003
Library Science,Administration of the public library,Paulette D. Entrekin,1995,0,Unavailable,Unknown Method,10.1016/0740-8188(95)90037-3
Library Science,“The library in undergraduate education”,Robin N. Sinn,1996,0,Unavailable,Unknown Method,10.1016/s0740-8188(96)90008-0
Library Science,Workforce planning for library and information science,J MATARAZZO,2004,0,Unavailable,Unknown Method,10.1016/s0740-8188(04)00021-0
Library Science,Искусственный интеллект в образовании: научно-вспомогательный библио- графический указатель,,2024,0,Unavailable,Unknown Method,10.33186/978-5-85638-273-9-2024
Library Science,Discourse analysis as a research method in library and information science,Bernd Frohmann,1994,80,Unavailable,Unknown Method,10.1016/0740-8188(94)90004-3
Library Science,Relevance of Five Laws of Library Science in the Contemporary Library World,B. Ramesh Babu,2011,3,Unavailable,Unknown Method,10.4275/kslis.2011.45.4.253
Library Science,Library facility siting and location handbook,Ann Curry,1998,0,Unavailable,Unknown Method,10.1016/s0740-8188(98)90022-6
Library Science,Modeling in Library Science and in Library Practical Work,Natal’ya S. Red’Kina,2015,3,Unavailable,"Theoretical, Modeling",10.25281/0869-608x-2015-0-6-30-34
Library Science,Research agenda for library instruction and information literacy,,2003,9,Unavailable,Unknown Method,10.1016/s0740-8188(03)00056-2
Library Science,Workforce planning for library and information science,"James M Matarazzo, Joseph J Mika",2004,7,Unavailable,Unknown Method,10.1016/j.lisr.2003.12.001
Library Science,Research for school library media specialists,Carol Truett,1995,0,Unavailable,Unknown Method,10.1016/0740-8188(95)90053-5
Library Science,Evaluating library programs and services: Tell it!,Patrick Williams,1995,0,Unavailable,Unknown Method,10.1016/0740-8188(95)90060-8
Library Science,A Manchester science library: Chetham's Library in 1684,H.S.A. Smith,1989,5,Unavailable,Unknown Method,10.1179/lib.1989.8.4.110
Library Science,NYU Library Record No 009486587 SE,NYU Library,2023,0,Unavailable,Unknown Method,10.31219/osf.io/gpskd
Library Science,,,2006,0,Unavailable,Unknown Method,10.1016/j.lisr.2006.10.005
Library Science,Concept analysis for library and information science: Exploring usage,Rachel A. Fleming-May,2014,15,Unavailable,Unknown Method,10.1016/j.lisr.2014.05.001
Library Science,Library and Information Science,,2012,0,Unavailable,Unknown Method,10.1108/s1876-0562(2012)0000006020
Library Science,Statistics Training in Library Science: Comparing Approaches in Library and Information Science to Sociology Graduate Programs,Jung Mee Park,2022,1,Unavailable,"Qualitative, Quantitative",10.3138/jelis-2020-0080
Library Science,"""Folklistic Approaches in Library and Information Science,"" Library Trends","Brian Sturm, Betsy Hearne",2000,0,Unavailable,Unknown Method,10.2307/40324089
Library Science,Library records: A retention and confidentiality guide,Charles Curran,1995,0,Unavailable,Unknown Method,10.1016/0740-8188(95)90058-6
Library Science,Measuring the smartness of a library,"Dnyaneshwar Jadhav, Dinesh Shenoy",2020,15,Unavailable,Unknown Method,10.1016/j.lisr.2020.101036
Library Science,Managing Library Volunteers,Nicole Eva,2012,0,Unavailable,Unknown Method,10.1353/ils.2012.0018
Library Science,Library and Information Science,,2012,0,Unavailable,Unknown Method,10.1108/s1876-0562(2012)0000006019
Library Science,Are we there yet?: Mixed methods research in library and information science,Raya Fidel,2008,109,Unavailable,Unknown Method,10.1016/j.lisr.2008.04.001
Library Science,Web based Library Resources and Services Library and Information Science,"Siddhqui Eraj, Vaishali Yeshwant Wankhede",2022,0,Unavailable,Unknown Method,10.26761/ijrls.8.1.2022.1493
Library Science,Agent-based geographical modeling of public library locations,"Franc J. Zakrajšek, Vlasta Vodeb",2020,7,Unavailable,Modeling,10.1016/j.lisr.2020.101013
Library Science,The Function of the Public Library in respect of Political Science; with some particulars of the British Library of Political Science,SIDNEY WEBB,1897,0,Unavailable,Unknown Method,10.1093/library/s1-9.1.230
Library Science,“Sweeping” the library: Mapping the social activity space of the public library,"Lisa M. Given, Gloria J. Leckie",2003,84,Unavailable,Unknown Method,10.1016/s0740-8188(03)00049-5
Library Science,A Transitional Shift From Traditional Library to Digital Library,Dipankar Halder,2019,0,Unavailable,Unknown Method,10.4018/978-1-5225-9825-1.ch011
Library Science,Toward an understanding of library patron wayfinding: Observing patrons' entry routes in a public library,Lauren H. Mandel,2010,30,Unavailable,Unknown Method,10.1016/j.lisr.2009.12.004
Library Science,Skills of Library and Information Science Professionals in MOOCs Environment,Anna Kaushik,2018,0,Unavailable,Unknown Method,10.4018/978-1-5225-5146-1.ch013
Library Science,Editorial: Library &amp; Information Science Research—Marking the journal's 20th anniversary,"Peter Hernon, Candy Schwartz",1998,2,Unavailable,Unknown Method,10.1016/s0740-8188(98)90025-1
Library Science,Library and Information Science,,2012,0,Unavailable,Unknown Method,10.1108/s1876-0562(2011)002011b018
Library Science,Disability and accessibility in the library and information science literature: A content analysis,Heather Hill,2013,74,Unavailable,Unknown Method,10.1016/j.lisr.2012.11.002
Library Science,Library and Information Science,,2012,0,Unavailable,Unknown Method,10.1108/s1876-0562(2011)002011b020
Library Science,How important is computing technology for library and information science research?,"Mike Thelwall, Nabeil Maflahi",2015,10,Unavailable,Unknown Method,10.1016/j.lisr.2014.09.002
Library Science,MOOCs Evolution and Perceptions of Library and Information Science Professionals,Anna Kaushik,2018,2,Unavailable,Survey,10.4018/978-1-5225-5146-1.ch001
Library Science,Applying an attitude-behavior consistency model to research in library and information science,Dian Walster,1994,1,Unavailable,Unknown Method,10.1016/0740-8188(94)90006-x
Library Science,Research note: Research in library and information science in a developing country—Nigeria,Zakari Mohammed,1995,1,Unavailable,Unknown Method,10.1016/0740-8188(95)90049-7
Library Science,User categorization of public library collections,"Jaap Boter, Michel Wedel",2005,4,Unavailable,Unknown Method,10.1016/j.lisr.2005.01.004
Library Science,The evaluation and measurement of library services.,Danuta A. Nitecki,2008,0,Unavailable,Unknown Method,10.1016/j.lisr.2008.05.002
Library Science,Modeling Web-based library service quality,"K. Kiran, S. Diljit",2012,39,Unavailable,Modeling,10.1016/j.lisr.2012.02.005
Library Science,If you want to evaluate your library...,Thomas E. Nisonger,1994,0,Unavailable,Unknown Method,10.1016/0740-8188(94)90031-0
Library Science,Reference library service in the digital environment,Michael K. Buckland,2008,14,Unavailable,Unknown Method,10.1016/j.lisr.2008.03.002
Library Science,Library research seminar I: Partners and paradigms,Arthur P. Young,1997,0,Unavailable,Unknown Method,10.1016/s0740-8188(97)90036-0
Library Science,"Hill, Michael William, (1928–14 Sept. 2023), Director, Science Reference Library, British Library, 1973–86",,2007,0,Unavailable,Unknown Method,10.1093/ww/9780199540884.013.u20175
Library Science,Children's in-library use of computers in an urban public library,"Melissa Gross, Eliza T. Dresang, Leslie E. Holt",2004,13,Unavailable,Unknown Method,10.1016/j.lisr.2004.04.002
Library Science,Imposed Queries in the School Library Media Center,Melissa Gross,1999,29,Unavailable,Unknown Method,10.1016/s0740-8188(99)00026-2
Library Science,Library Anxiety and library Anxiety Scale in the Digital Library Environment,Na-Hyun Kwon,2004,6,Unavailable,Unknown Method,10.4275/kslis.2004.38.2.029
Library Science,Reviews,,2004,0,Unavailable,Unknown Method,10.1016/s0740-8188(03)00099-9
Library Science,Acknowledgments,,2020,0,Unavailable,Unknown Method,10.1016/s0740-8188(20)30361-3
Library Science,Acknowledgements,,2021,0,Unavailable,Unknown Method,10.1016/j.lisr.2021.101134
Library Science,Acknowledgments,,1994,0,Unavailable,Unknown Method,10.1016/0740-8188(94)90058-2
Library Science,Acknowledgments,,2012,0,Unavailable,Unknown Method,10.1016/j.lisr.2012.07.001
Library Science,Reviews,,2004,0,Unavailable,Unknown Method,10.1016/j.lisr.2003.11.008
Library Science,Reviews,,2007,0,Unavailable,Unknown Method,10.1016/s0740-8188(07)00078-3
Library Science,Acknowledgments,,1997,0,Unavailable,Unknown Method,10.1016/s0740-8188(97)90029-3
Library Science,,,2008,0,Unavailable,Unknown Method,10.1016/j.lisr.2008.03.001
Library Science,Acknowledgments,,2005,0,Unavailable,Unknown Method,10.1016/j.lisr.2005.08.017
Library Science,Acknowledgments,,1998,0,Unavailable,Unknown Method,10.1016/s0740-8188(98)90031-7
Library Science,,,2008,1,Unavailable,Unknown Method,10.1016/j.lisr.2007.12.001
Library Science,Reviews,,2005,0,Unavailable,Unknown Method,10.1016/s0740-8188(05)00026-5
Library Science,Acknowledgments,,1995,0,Unavailable,Unknown Method,10.1016/0740-8188(95)90034-9
Library Science,,,2009,0,Unavailable,Unknown Method,10.1016/j.lisr.2009.06.002
Library Science,Acknowledgments,,2009,0,Unavailable,Unknown Method,10.1016/j.lisr.2009.08.002
Library Science,Reviews,,2006,0,Unavailable,Unknown Method,10.1016/s0740-8188(06)00006-5
Library Science,"Richmond rejects a library: The Carnegie library movement in Richmond, Virginia in the early twentieth century",Daniel F. Ring,1994,0,Unavailable,Unknown Method,10.1016/0740-8188(94)90049-3
Psychology,Computational Psychology,Ron Sun,2022,0,Unavailable,Simulation,10.1093/obo/9780199828340-0299
Psychology,Phenomenological Psychology,Darren Langdridge,2018,2,Unavailable,Unknown Method,10.1093/obo/9780199828340-0210
Psychology,Health Psychology,Regan Gurung,2011,0,Unavailable,Theoretical,10.1093/obo/9780199828340-0031
Psychology,Counseling Psychology,Elizabeth Nutt Williams,2014,0,Unavailable,Unknown Method,10.1093/obo/9780199828340-0146
Psychology,Military Psychology,"Updesh Kumar, Swati Mukherjee",2022,0,Unavailable,Unknown Method,10.1093/obo/9780199828340-0298
Psychology,Personality Psychology,"Robert D. Latzman, Yuri Shishido",2013,0,Unavailable,Unknown Method,10.1093/obo/9780199828340-0109
Psychology,Data Sharing in Psychology,Joy Kennedy,2021,0,Unavailable,Unknown Method,10.1093/obo/9780199828340-0272
Psychology,Correspondence Analysis in Psychology,Michael Greenacre,2023,0,Unavailable,Survey,10.1093/obo/9780199828340-0311
Psychology,Forensic Psychology,"Alison B. Concannon, Matthew T. Huss",2019,0,Unavailable,Unknown Method,10.1093/obo/9780199828340-0248
Psychology,Publication Bias in Psychology,Anton Kühberger,2023,0,Unavailable,Unknown Method,10.1093/obo/9780199828340-0307
Psychology,Psychology and Law,"Kirk Heilbrun, Edie Greene",2013,0,Unavailable,Unknown Method,10.1093/obo/9780199828340-0100
Psychology,Simpson's Paradox in Psychology,Madhur Mangalam,2022,0,Unavailable,Modeling,10.1093/obo/9780199828340-0301
Psychology,Humanistic Psychology,"Andrew M. Bland, Eugene M. DeRobertis",2018,1,Unavailable,Unknown Method,10.1093/obo/9780199828340-0225
Psychology,Counseling Services in School Psychology,,2020,0,Unavailable,Unknown Method,10.1093/obo/9780199828340-0257
Psychology,Inferential Statistics in Psychology,David Trafimow,2020,0,Unavailable,Unknown Method,10.1093/obo/9780199828340-0264
Psychology,History of Psychology,"David C. Devonis, Wade Pickren",2013,0,Unavailable,"Survey, Theoretical",10.1093/obo/9780199828340-0064
Psychology,Clinical Psychology,"Joanna Berg, Rachel Ammirati, Scott O. Lilienfeld",2012,0,Unavailable,Unknown Method,10.1093/obo/9780199828340-0014
Psychology,Self Psychology—A Structural Psychology,,2014,0,Unavailable,Unknown Method,10.4324/9781315869858-37
Psychology,Data Science Methods for Psychology,Jeffrey Stanton,2020,0,Unavailable,Unknown Method,10.1093/obo/9780199828340-0259
Psychology,Nonergodicity in Psychology and Neuroscience,Madhur Mangalam,2022,0,Unavailable,Theoretical,10.1093/obo/9780199828340-0295
Psychology,Psychology of Money,"Erik Bijleveld, Lena Schäfer, Dorottya Rusz",2019,0,Unavailable,Unknown Method,10.1093/obo/9780199828340-0239
Psychology,Bayesian Statistical Methods in Psychology,Sarah Depaoli,2021,0,Unavailable,Modeling,10.1093/obo/9780199828340-0277
Psychology,Developmental Psychology (Social),"Philip C. Rodkin, Glenn I. Roisman",2013,0,Unavailable,Unknown Method,10.1093/obo/9780199828340-0090
Psychology,Categorical Data Analysis in Psychology,David Rindskopf,2023,1,Unavailable,Unknown Method,10.1093/obo/9780199828340-0306
Psychology,Community psychology – Mainstream psychology or hope for what psychology can become?,Michael Richards,2023,0,Unavailable,Unknown Method,10.4324/9781003057673-3
Psychology,Mathematical Psychology,"Parker Smith, Yanjun Liu, James T. Townsend, Trish van Zandt",2020,0,Unavailable,Unknown Method,10.1093/obo/9780199828340-0266
Psychology,Nature versus Nurture Debate in Psychology,Hunter Honeycutt,2023,0,Unavailable,Theoretical,10.1093/obo/9780199828340-0305
Psychology,Game Theory and Psychology,"Andrew M. Colman, Eva M. Krockow",2017,1,Unavailable,Experiment,10.1093/obo/9780199828340-0192
Psychology,Psychology: Volume 3,,2019,0,Unavailable,Survey,10.1093/oso/9780199498864.001.0001
Psychology,LGBTQ Psychology,Peter Hegarty,2020,1,Unavailable,Unknown Method,10.1093/acrefore/9780190236557.013.666
Psychology,Gestalt Psychology,Horst Gundlach,2020,1,Unavailable,Theoretical,10.1093/acrefore/9780190236557.013.488
Psychology,Introduction to African American Psychology and Positive Psychology,,2019,0,Unavailable,Unknown Method,10.1891/9780826150066.0001
Psychology,"Rehabilitation Psychology, Medical Psychology, Health Psychology, and Behavioral Medicine.",Roy C. Grzesiak,1981,1,Unavailable,Unknown Method,10.1037/h0078116
Psychology,"Artificial Intelligence, Machine Learning, and Psychology",Chong Ho Yu,2023,0,Unavailable,Modeling,10.1093/obo/9780199828340-0323
Psychology,Political Psychology and Economic Psychology,Paul L. Wachtel,1991,1,Unavailable,Unknown Method,10.2307/3791555
Psychology,Historical Psychology,Noemi Pizarroso Lopez,2020,1,Unavailable,"Experiment, Theoretical",10.1093/acrefore/9780190236557.013.467
Psychology,Grand challenges in theoretical and philosophical psychology: after psychology?,Dan Lloyd,2010,5,Unavailable,Theoretical,10.3389/fpsyg.2010.00009
Psychology,Nonparametric Statistical Analysis in Psychology,"Gregory J. Privitera, James J. Gillespie",2018,0,Unavailable,Unknown Method,10.1093/obo/9780199828340-0221
